Bill No.,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Introduction Proper,Date of Passing in Lok Sabha,Date of Passing in Lok Sabha Proper,Date of Passing in Rajya Sabha,Date of Passing in Rajya Sabha Proper,Diff RS-LS,Diff RS-LS Cleaned,Date of Assent,Date of Assent Proper,Diff Ass-LS,Diff Ass-LS Clean,Act No.,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
16,1979,"The Industries (Development and Regulation) Amendment Bill, 1979                                                                                                                                        ",NA,22-02-1979,2/22/1979,26-03-1979,3/26/1979,28-03-1979,3/28/1979,2,2,31-03-1979,3/31/1979,5,5,17,Financial Bill,Passed                        ,NA,NA,NA
17,1979,"The Victorial Memorial (Amendment) Bill, 1979                                                                                                                                                           ",EDUCATION,26-02-1979,2/26/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
18,1979,"The Special Courts Bill, 1979                                                                                                                                                                           ",HOME AFFAIRS,21-02-1979,2/21/1979,9/3/1979,9/3/1979,21-03-1979,3/21/1979,-166,0,16-05-1979,5/16/1979,-110,0,22,Financial Bill,Passed                        ,NA,NA,NA
19,1979,"The Company Secretaries Bill, 1979                                                                                                                                                                      ","LAW , JUSTICE AND COMPANY AFFAIRS",27-02-1979,2/27/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
20,1979,"The Finance Bill, 1979                                                                                                                                                                                  ",NA,28-02-1979,2/28/1979,26-04-1979,4/26/1979,7/5/1979,7/5/1979,70,70,10/5/1979,10/5/1979,162,162,21,Money Bill,Passed                        ,NA,NA,NA
22,1979,"The Appropriation (Railways) Bill, 1979                                                                                                                                                                 ",RAILWAYS,19-03-1979,3/19/1979,20-03-1979,3/20/1979,27-03-1979,3/27/1979,7,7,29-03-1979,3/29/1979,9,9,10,Money Bill,Passed                        ,NA,NA,NA
23,1979,"The Kojangas Company (Acquisition of the Undertaking) Bill, 1979                                                                                                                                        ",NA,13-03-1979,3/13/1979,30-04-1979,4/30/1979,15-05-1979,5/15/1979,15,15,26-05-1979,5/26/1979,26,26,28,Financial Bill,Passed                        ,NA,NA,NA
24,1979,"The Parel Investments and Trading Private Limited and Domestic Gas Private Limited (Taking Over of Management) Bill, 1979                                                                               ",NA,13-03-1979,3/13/1979,30-04-1979,4/30/1979,15-05-1979,5/15/1979,15,15,26-05-1979,5/26/1979,26,26,29,Financial Bill,Passed                        ,NA,NA,NA
26,1979,"The Appropriation Bill, 1979                                                                                                                                                                            ",NA,19-03-1979,3/19/1979,20-03-1979,3/20/1979,26-03-1979,3/26/1979,6,6,29-03-1979,3/29/1979,9,9,8,Money Bill,Passed                        ,NA,NA,NA
27,1979,"The Appropriation (No. 2)  Bill, 1979                                                                                                                                                                   ",NA,19-03-1979,3/19/1979,20-03-1979,3/20/1979,26-03-1979,3/26/1979,6,6,29-03-1979,3/29/1979,9,9,9,Money Bill,Passed                        ,NA,NA,NA
29,1979,"The Additional Duties of Excise (Goods of Special Importance) Amendment Bill, 1979                                                                                                                      ",NA,12/4/1979,12/4/1979,9/5/1979,9/5/1979,17-05-1979,5/17/1979,-111,0,20-05-1979,5/20/1979,-108,0,23,Money Bill,Passed                        ,NA,NA,NA
30,1979,"The Constitution (Forty-Ninth Amendment) Bill, 1979                                                                                                                                                     ",NA,16-03-1979,3/16/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
31,1979,"The Appropriation (Railways) No. 2 Bill, 1979                                                                                                                                                           ",RAILWAYS,19-03-1979,3/19/1979,20-03-1979,3/20/1979,27-03-1979,3/27/1979,7,7,29-03-1979,3/29/1979,9,9,11,Money Bill,Passed                        ,NA,NA,NA
35,1979,"The Appropriation (Vote on Account) Bill, 1979                                                                                                                                                          ",NA,16-03-1979,3/16/1979,19-03-1979,3/19/1979,26-03-1979,3/26/1979,7,7,29-03-1979,3/29/1979,10,10,7,Money Bill,Passed                        ,NA,NA,NA
36,1979,"The Punjab Excise (Delhi Amendment) Bill, 1979                                                                                                                                                          ",NA,16-03-1979,3/16/1979,21-03-1979,3/21/1979,27-03-1979,3/27/1979,6,6,29-03-1979,3/29/1979,8,8,12,Money Bill,Passed                        ,NA,NA,NA
37,1979,"The Pondicherry Appropriation (Vote on Account) Bill, 1979                                                                                                                                              ",NA,23-03-1979,3/23/1979,26-03-1979,3/26/1979,28-03-1979,3/28/1979,2,2,31-03-1979,3/31/1979,5,5,15,Money Bill,Passed                        ,NA,NA,NA
38,1979,"The Pondicherry Appropriation Bill, 1979                                                                                                                                                                ",FINANCE,23-03-1979,3/23/1979,26-03-1979,3/26/1979,28-03-1979,3/28/1979,2,2,31-03-1979,3/31/1979,5,5,16,Money Bill,Assented,NA,NA,NA
39,1979,"The Merchant Shipping (Amendment) Bill, 1979                                                                                                                                                            ",NA,22-03-1979,3/22/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
40,1979,"The Mizoram Appropriation (Vote on Account) Bill, 1979                                                                                                                                                  ",NA,21-03-1979,3/21/1979,23-03-1979,3/23/1979,27-03-1979,3/27/1979,4,4,31-03-1979,3/31/1979,8,8,13,Money Bill,Passed                        ,NA,NA,NA
41,1979,"The Mizoram Appropriation  Bill, 1979                                                                                                                                                                   ",NA,21-03-1979,3/21/1979,23-03-1979,3/23/1979,27-03-1979,3/27/1979,4,4,31-03-1979,3/31/1979,8,8,14,Money Bill,Passed                        ,NA,NA,NA
44,1979,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 1979                                                                                                                      ",PARLIAMENTARY  AFFAIRS,30-03-1979,3/30/1979,9/5/1979,9/5/1979,15-05-1979,5/15/1979,-113,0,25-05-1979,5/25/1979,-103,0,27,Financial Bill,Passed                        ,NA,NA,NA
45,1979,"The Advocates (Amendment) Bill, 1979                                                                                                                                                                    ",NA,2/4/1979,2/4/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,NA,NA,NA
48,1979,"The Union Duties of Excise (Distribution) Bill, 1979                                                                                                                                                    ",NA,12/4/1979,12/4/1979,9/5/1979,9/5/1979,17-05-1979,5/17/1979,-111,0,20-05-1979,5/20/1979,-108,0,24,Money Bill,Passed                        ,NA,NA,NA
51,1979,"The Estate Duty (Distribution) Amendment Bill, 1979                                                                                                                                                     ",NA,12/4/1979,12/4/1979,9/5/1979,9/5/1979,17-05-1979,5/17/1979,-111,0,26-05-1979,5/26/1979,-102,0,26,Financial Bill,Passed                        ,NA,NA,NA
56,1979,"The Appropriation (No. 3) Bill, 1979                                                                                                                                                                    ",NA,23-04-1979,4/23/1979,24-04-1979,4/24/1979,30-04-1979,4/30/1979,6,6,3/5/1979,3/5/1979,-50,0,19,Money Bill,Passed                        ,NA,NA,NA
57,1979,"The Inter-State Migrant Workmen (Regulation of Employment and Condition of Service) Bill, 1979                                                                                                          ",LABOUR,26-04-1979,4/26/1979,9/5/1979,9/5/1979,21-05-1979,5/21/1979,-107,0,11/6/1979,11/6/1979,62,62,30,Financial Bill,Passed                        ,NA,NA,NA
66,1979,"The Jaipur Udyog Limited (Acquisition and Transfer of Cement Undertakings) Bill, 1979.                                                                                                                  ",NA,9/5/1979,9/5/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
67,1979,"The Indian Evidence (Amendment) Bill, 1979.                                                                                                                                                             ",NA,8/5/1979,8/5/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
71,1979,"The Hindustan Tractors Limited (Acquisition and Transfer of Undetakings) Amendment Bill, 1979.)                                                                                                         ",NA,14-05-1979,5/14/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
74,1979,"The Prasar Bharati (Broadcasting Corporation of India) Bill, 1979                                                                                                                                       ",NA,16-05-1979,5/16/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
75,1979,"The Smugglars and Foreign Exchange Manipulators (Forfeiture of Property) Amendment Bill, 1979                                                                                                           ",NA,18-05-1979,5/18/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
77,1979,"The Constitution (Fiftieth Amendment) Bill, 1979                                                                                                                                                        ",AGRICULTURE,18-05-1979,5/18/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
78,1979,"The Code of Civil Procedure (Amendment) Bill, 1979                                                                                                                                                      ",NA,18-05-1979,5/18/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
79,1979,"The Representation of the People (Amendment) Bill, 1979                                                                                                                                                 ",NA,18-05-1979,5/18/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
80,1979,"The Central Excises and Salt and Additional Duties of Excise (Amendment) Bill, 1979                                                                                                                     ",NA,18-05-1979,5/18/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Money Bill,Lapsed                        ,NA,NA,NA
89,1979,"The Union Duties of Excise (Electricity) Distribution Bill, 1979                                                                                                                                        ",NA,11/7/1979,11/7/1979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Money Bill,Lapsed                        ,NA,NA,NA
143,1979,"The Employment Security and Miscellaneous Provisions (Managerial Employees) Bill, 1978                                                                                                                  ",PARLIAMENTARY  AFFAIRS,31-08-1978,8/31/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
14,1978,"The Deposit Insurance Corporation (Amendment and Miscellaneous Provisons) Bill, 1978                                                                                                                    ",NA,21-02-1978,2/21/1978,29-04-1978,4/29/1978,15-05-1978,5/15/1978,16,16,27-05-1978,5/27/1978,28,28,21,Financial Bill,Passed                        ,NA,NA,NA
15,1978,"The Finance Bill, 1978                                                                                                                                                                                  ",NA,28-02-1978,2/28/1978,11/5/1978,11/5/1978,9/5/1978,9/5/1978,-61,0,12/5/1978,12/5/1978,30,30,19,Money Bill,Passed                        ,NA,NA,NA
16,1978,"The Eyes (Authority for use for Therapeutic) Bill, 1978                                                                                                                                                 ",HEALTH AND FAMILY WELFARE,2/3/1978,2/3/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
17,1978,"The Ear Drums and Ear Bones (Authority for  use for therapeutic purposes) Bill, 1978                                                                                                                    ",HEALTH AND FAMILY WELFARE,2/3/1978,2/3/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
18,1978,"The Reserve Bank of India (Amendment) Bill, 1978                                                                                                                                                        ",NA,3/3/1978,3/3/1978,8/5/1978,8/5/1978,17-05-1978,5/17/1978,-80,0,3/6/1978,3/6/1978,-152,0,24,Ordinary Bill,Passed                        ,NA,NA,NA
19,1978,"The Appropriation (Railways) Bill, 1978.                                                                                                                                                                ",RAILWAYS,20-03-1978,3/20/1978,20-03-1978,3/20/1978,22-03-1978,3/22/1978,2,2,28-03-1978,3/28/1978,8,8,4,Money Bill,Passed                        ,NA,NA,NA
20,1978,"The High Denomination Bank Notes (Denomination) Bill, 1978                                                                                                                                              ",NA,3/3/1978,3/3/1978,21-03-1978,3/21/1978,23-03-1978,3/23/1978,2,2,30-03-1978,3/30/1978,9,9,11,Money Bill,Passed                        ,NA,NA,NA
22,1978,"The Hindustan Tractors Limited (Acquisition and Transfer of Undertakings) Bill, 1978                                                                                                                    ",NA,8/3/1978,8/3/1978,22-03-1978,3/22/1978,23-03-1978,3/23/1978,1,1,31-03-1978,3/31/1978,9,9,13,Financial Bill,Passed                        ,NA,NA,NA
31,1978,"The Passports (Amendment) Bill, 1978                                                                                                                                                                    ",EXTERNAL AFFAIRS,9/3/1978,9/3/1978,28-07-1978,7/28/1978,9/8/1978,9/8/1978,42,42,18-08-1978,8/18/1978,21,21,31,Ordinary Bill,Passed                        ,NA,NA,NA
35,1978,"The Appropriation Bill, 1978                                                                                                                                                                            ",NA,20-03-1978,3/20/1978,21-03-1978,3/21/1978,22-03-1978,3/22/1978,1,1,29-03-1978,3/29/1978,8,8,7,Money Bill,Passed                        ,NA,NA,NA
36,1978,"The Appropriation (No. 2) Bill, 1978                                                                                                                                                                    ",NA,21-03-1978,3/21/1978,21-03-1978,3/21/1978,22-03-1978,3/22/1978,1,1,29-03-1978,3/29/1978,8,8,8,Money Bill,Passed                        ,NA,NA,NA
39,1978,"The Appropriation (Railways) No. 2 Bill, 1978.                                                                                                                                                          ",RAILWAYS,20-03-1978,3/20/1978,20-03-1978,3/20/1978,22-03-1978,3/22/1978,2,2,28-03-1978,3/28/1978,8,8,5,Money Bill,Passed                        ,NA,NA,NA
40,1978,"The Appropriation (Railways) No. 3 Bill, 1978                                                                                                                                                           ",RAILWAYS,20-03-1978,3/20/1978,20-03-1978,3/20/1978,22-03-1978,3/22/1978,2,2,28-03-1978,3/28/1978,8,8,6,Money Bill,Passed                        ,NA,NA,NA
41,1978,"The Appropriation (Vote on Account) Bill, 1978                                                                                                                                                          ",NA,16-03-1978,3/16/1978,16-03-1978,3/16/1978,21-03-1978,3/21/1978,5,5,28-03-1978,3/28/1978,12,12,3,Money Bill,Passed                        ,NA,NA,NA
42,1978,"The Mizoram Appropriation (Vote on Account) Bill, 1978                                                                                                                                                  ",NA,21-03-1978,3/21/1978,21-03-1978,3/21/1978,23-03-1978,3/23/1978,2,2,29-03-1978,3/29/1978,8,8,9,Money Bill,Passed                        ,NA,NA,NA
58,1978,"The Air (Prevention and Control of Pollution) Bill, 1978                                                                                                                                                ",NA,17-04-1978,4/17/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,NA,NA,NA
59,1978,"The Khadi and Village Industries Commission (Amendment) Bill, 1978                                                                                                                                      ",NA,21-04-1978,4/21/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,NA,NA,NA
62,1978,"The Indian Explosives (Amendment) Bill, 1978                                                                                                                                                            ",NA,26-07-1978,7/26/1978,26-07-1978,7/26/1978,9/8/1978,9/8/1978,44,44,18-08-1978,8/18/1978,23,23,32,Ordinary Bill,Passed                        ,NA,NA,NA
64,1978,"The Maintenance of Internal Security (Repeal) Bill, 1978                                                                                                                                                ",HOME AFFAIRS,19-07-1978,7/19/1978,19-07-1978,7/19/1978,27-07-1978,7/27/1978,8,8,3/8/1978,3/8/1978,-133,0,27,Ordinary Bill,Passed                        ,NA,NA,NA
69,1978,"The Appropriation (No.3) Bill, 1978                                                                                                                                                                     ",NA,24-04-1978,4/24/1978,27-04-1978,4/27/1978,3/5/1978,3/5/1978,-53,0,7/5/1978,7/5/1978,69,69,18,Money Bill,Passed                        ,NA,NA,NA
70,1978,"The Coal Mines Nationalisation Laws (Amendment) Bill, 1978                                                                                                                                              ",POWER,2/5/1978,2/5/1978,2/5/1978,2/5/1978,15-05-1978,5/15/1978,99,99,27-05-1978,5/27/1978,111,111,22,Ordinary Bill,Passed                        ,NA,NA,NA
79,1978,"The Tobacco Board (Amendment) Bill, 1978                                                                                                                                                                ",NA,4/5/1978,4/5/1978,24-08-1978,8/24/1978,31-07-1978,7/31/1978,-24,0,30-08-1978,8/30/1978,6,6,36,Financial Bill,Passed                        ,NA,NA,NA
83,1978,"The Union Territories (Use of Hindi and Other Languages) Bill, 1978                                                                                                                                     ",HOME AFFAIRS,12/5/1978,12/5/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
84,1978,"The Scheduled Castes and Scheduled Tribes Orders (Amendment) Bill, 1978                                                                                                                                 ",HOME AFFAIRS,12/5/1978,12/5/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
85,1978,"The Aligarh Muslim University (Amendment) Bill, 1978                                                                                                                                                    ",NA,12/5/1978,12/5/1978,3/5/1979,3/5/1979,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
85,1978,"The Aligarh Muslim University (Amendment) Bill, 1978                                                                                                                                                    ",NA,12/5/1978,12/5/1978,3/5/1979,3/5/1979,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
86,1978,"Tyhe Mental Health Bill, 1978                                                                                                                                                                           ",HEALTH AND FAMILY WELFARE,12/5/1978,12/5/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
87,1978,"The Metro Railways (Construction of Works ) Bill, 1978                                                                                                                                                  ",RAILWAYS,12/5/1978,12/5/1978,26-07-1978,7/26/1978,3/8/1978,3/8/1978,-140,0,21-08-1978,8/21/1978,26,26,33,Financial Bill,Passed                        ,NA,NA,NA
88,1978,"The Constitution (Forty-Fifth Amendment) Bill, 1978                                                                                                                                                     ",NA,15-05-1978,5/15/1978,23-08-1978,8/23/1978,31-08-1978,8/31/1978,8,8,30-04-1979,4/30/1979,250,250,                    ,Financial Bill,Passed                        ,NA,NA,NA
89,1978,"The Haryana and Uttar Pradesh (Alteration of Boundaries) Bill, 1978                                                                                                                                     ",HOME AFFAIRS,15-05-1978,5/15/1978,30-04-1979,4/30/1979,22-05-1979,5/22/1979,22,22,11/6/1979,11/6/1979,190,190,31,Financial Bill,Passed                        ,NA,NA,NA
90,1978,"The Prize Chits and Money Circulation Schyemes (Banking) Bill, 1978                                                                                                                                     ",NA,15-05-1978,5/15/1978,20-11-1978,11/20/1978,28-11-1978,11/28/1978,8,8,12/12/1978,12/12/1978,22,22,43,Ordinary Bill,Passed                        ,NA,NA,NA
91,1978,"The Taxation Laws (Amendment) Bill, 1978                                                                                                                                                                ",NA,15-05-1978,5/15/1978,25-07-1978,7/25/1978,1/8/1978,1/8/1978,-198,0,5/8/1978,5/8/1978,-78,0,29,Money Bill,Passed                        ,NA,NA,NA
92,1978,"The Code of Criminal Procedure (Amendment) Bill, 1978                                                                                                                                                   ",HOME AFFAIRS,15-05-1978,5/15/1978,15-05-1978,5/15/1978,6/12/1978,6/12/1978,28,28,18-12-1978,12/18/1978,217,217,45,Financial Bill,Passed                        ,NA,NA,NA
109,1978,"The Water (Prevention and Control of Pollution) Bill, 1978                                                                                                                                              ",NA,25-07-1978,7/25/1978,21-11-1978,11/21/1978,30-11-1978,11/30/1978,9,9,12/12/1978,12/12/1978,21,21,44,Financial Bill,Passed                        ,NA,NA,NA
110,1978,"The Cocounut Development Board Bill, 1978                                                                                                                                                               ",AGRICULTURE,25-07-1978,7/25/1978,20-02-1979,2/20/1979,1/3/1979,1/3/1979,-48,0,17-03-1979,3/17/1979,25,25,5,Financial Bill,Passed                        ,NA,NA,NA
111,1978,"The Copra Cess Bill, 1978.                                                                                                                                                                              ",AGRICULTURE,25-07-1978,7/25/1978,20-02-1979,2/20/1979,1/3/1979,1/3/1979,-48,0,8/3/1979,8/3/1979,164,164,4,Money Bill,Passed                        ,NA,NA,NA
113,1978,"The Britannia Engineering Company Limited (Mokamah Unit) and the Arthur Butler and Company (Muzaffarpur) Limited (Acquisition and Transfer of Undertakings) Bill, 1978.                                 ",NA,28-07-1978,7/28/1978,21-11-1978,11/21/1978,29-11-1978,11/29/1978,8,8,8/12/1978,8/12/1978,-101,0,41,Financial Bill,Passed                        ,NA,NA,NA
114,1978,"The Suppressioon of  Immoral Traffic  in Women and Girls (Amendment) Bill, 1978.                                                                                                                        ",NA,28-07-1978,7/28/1978,22-11-1978,11/22/1978,5/12/1978,5/12/1978,-194,0,26-12-1978,12/26/1978,34,34,46,Financial Bill,Passed                        ,NA,NA,NA
119,1978,"The Constitution (Forty-Sixth Amendment) Bill, 1978.                                                                                                                                                    ",HOME AFFAIRS,3/8/1978,3/8/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Negatived,NA,NA,NA
120,1978,"The Delhi Police Bill, 1978.                                                                                                                                                                            ",HOME AFFAIRS,3/8/1978,3/8/1978,24-08-1978,8/24/1978,26-08-1978,8/26/1978,2,2,27-08-1978,8/27/1978,3,3,34,Financial Bill,Passed                        ,NA,NA,NA
123,1978,"The Appropriation (No. 4) Bill, 1978.                                                                                                                                                                   ",NA,14-08-1978,8/14/1978,16-08-1978,8/16/1978,23-08-1978,8/23/1978,7,7,30-08-1978,8/30/1978,14,14,35,Money Bill,Passed                        ,NA,NA,NA
124,1978,"The Constitution (Forty Seventh Amendment) Bill, 1978.                                                                                                                                                  ",HOME AFFAIRS,11/8/1978,11/8/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Constitutional Amendment Bill,Lapsed                        ,NA,NA,NA
125,1978,"The Government of Union Territories (Amendment) Bill, 1978.                                                                                                                                             ",HOME AFFAIRS,11/8/1978,11/8/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
132,1978,"The Motor Vehicles (Amendment) Bill, 1978.                                                                                                                                                              ",NA,17-08-1978,8/17/1978,29-11-1978,11/29/1978,12/12/1978,12/12/1978,13,13,26-12-1978,12/26/1978,27,27,47,Ordinary Bill,Passed                        ,NA,NA,NA
135,1978,"The Constitution (Forty Eighth Amendment) Bill, 1978.                                                                                                                                                   ",NA,28-08-1978,8/28/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Constitutional Amendment Bill,Withdrawn                     ,NA,NA,NA
137,1978,"The Industrial Relations Bill, 1978                                                                                                                                                                     ",PARLIAMENTARY  AFFAIRS,30-08-1978,8/30/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
138,1978,"The Merchant Shipping (Amendment) Bill, 1978                                                                                                                                                            ",NA,31-08-1978,8/31/1978,29-11-1978,11/29/1978,5/3/1979,5/3/1979,155,155,4/5/1979,4/5/1979,127,127,20,Financial Bill,Passed                        ,NA,NA,NA
139,1978,"The Supreme Court Judges (Conditions of Service) Amendment Bill, 1978                                                                                                                                   ",NA,31-08-1978,8/31/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Money Bill,Lapsed                        ,NA,NA,NA
141,1978,"The Hispitals and Educational Institutions (Conditions of Service of Employees and Settlement of Employment Disputes) Bill, 1978                                                                        ",PARLIAMENTARY  AFFAIRS,30-08-1978,8/30/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,NA,NA,NA
142,1978,"The Bolani Ores Limited (Acquisition of Shares) and Miscellaneous Provisions Bill, 1978.                                                                                                                ",NA,31-08-1978,8/31/1978,20-11-1978,11/20/1978,23-11-1978,11/23/1978,3,3,8/12/1978,8/12/1978,-100,0,42,Financial Bill,Passed                        ,NA,NA,NA
156,1978,"The Anti-Apartheid (United Nations Convenstion) Bill, 1978                                                                                                                                              ",HOME AFFAIRS,23-11-1978,11/23/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
157,1978,"The Additional Duties of Excise (Textiles and Textile Articles) Bill, 1978                                                                                                                              ",NA,21-11-1978,11/21/1978,22-11-1978,11/22/1978,1/12/1978,1/12/1978,-314,0,6/12/1978,6/12/1978,-163,0,40,Money Bill,Passed                        ,NA,NA,NA
160,1978,"The Payment of Bonus (Amendment) Bill, 1978                                                                                                                                                             ",PARLIAMENTARY  AFFAIRS,24-11-1978,11/24/1978,20-12-1978,12/20/1978,26-12-1978,12/26/1978,6,6,30-12-1978,12/30/1978,10,10,48,Ordinary Bill,Passed                        ,NA,NA,NA
162,1978,"The Sugar Undertakings (Taking over of Management) Bill, 1978                                                                                                                                           ",AGRICULTURE,27-11-1978,11/27/1978,19-12-1978,12/19/1978,26-12-1978,12/26/1978,7,7,30-12-1978,12/30/1978,11,11,49,Financial Bill,Passed                        ,NA,NA,NA
170,1978,"The Appropriation (Railways) No. 4 Bill, 1978                                                                                                                                                           ",RAILWAYS,20-12-1978,12/20/1978,21-12-1978,12/21/1978,NA,NA,NA,0,8/1/1979,8/1/1979,223,223,1,Money Bill,Passed                        ,NA,NA,NA
171,1978,"The Appropriation (Railways) No. 5 Billl, 1978                                                                                                                                                          ",RAILWAYS,20-12-1978,12/20/1978,21-11-1978,11/21/1978,NA,NA,NA,0,8/1/1979,8/1/1979,253,253,2,Money Bill,Passed                        ,NA,NA,NA
172,1978,"The Appropriation (No. 5) Bill, 1978                                                                                                                                                                    ",NA,21-12-1978,12/21/1978,22-12-1978,12/22/1978,NA,NA,NA,0,10/1/1979,10/1/1979,283,283,3,Money Bill,Passed                        ,NA,NA,NA
173,1978,"The Indian Standards Institution (Certificaiton Marks) Extention to Kohima, Wokha, Zunheboto, Mokokchung and Phek Districts Bill, 1978                                                                  ",NA,13-12-1978,12/13/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
183,1978,"The Banking Laws (Amendment) Bill, 1978                                                                                                                                                                 ",NA,21-12-1978,12/21/1978,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
1,1977,"The Finance Bill, 1977                                                                                                                                                                                  ",NA,28-03-1977,3/28/1977,31-03-1977,3/31/1977,4/4/1977,4/4/1977,4,4,6/4/1977,6/4/1977,65,65,11,Financial Bill,Passed                        ,NA,NA,NA
2,1977,"The Appropriation (Vote on Account) Bill, 1977                                                                                                                                                          ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,1,Money Bill,Passed                        ,NA,NA,NA
3,1977,"The Appropriation Bill, 1977                                                                                                                                                                            ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,2,Money Bill,Passed                        ,NA,NA,NA
4,1977,"The Appropriation (Railways) Vote on Account Bill, 1977                                                                                                                                                 ",RAILWAYS,29-03-1977,3/29/1977,29-03-1977,3/29/1977,31-03-1977,3/31/1977,2,2,31-03-1977,3/31/1977,2,2,3,Money Bill,Passed                        ,NA,NA,NA
5,1977,"The Appropriation (Railways) Bill, 1977                                                                                                                                                                 ",RAILWAYS,29-03-1977,3/29/1977,29-03-1977,3/29/1977,31-03-1977,3/31/1977,2,2,31-03-1977,3/31/1977,2,2,4,Money Bill,Passed                        ,NA,NA,NA
6,1977,"The Tamil Nadu Appropriation (Vote on Account) Bill, 1977                                                                                                                                               ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,5,Money Bill,Passed                        ,NA,NA,NA
7,1977,"The Tami Nadu Appropriation Bill, 1977                                                                                                                                                                  ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,6,Money Bill,Passed                        ,NA,NA,NA
